fir_id,fir_number,station_id,police_station,district,taluk,crime_type,ipc_sections,severity,registered_date,occurrence_date,occurrence_time,lat,lon,modus_operandi,status,io_officer,summary_text
FIR-0139,139/2025,PS-004,RT Nagar Police Station,Bengaluru North,RT Nagar,Assault / Hurt,IPC 323; IPC 324,low,2025-01-06,2025-01-03,13:18:00,12.99825,77.5867,a quarrel over a parking dispute escalated and the complainant was assaulted,closed,PSI Mahesh Murthy,"Assault / Hurt reported at RT Nagar, Bengaluru North on 2025-01-03: a quarrel over a parking dispute escalated and the complainant was assaulted."
FIR-0140,140/2026,PS-006,Nanjangud Police Station,Mysuru,Nanjangud,Cheating / Online Fraud,IPC 420; IPC 66D IT Act,medium,2026-05-20,2026-05-17,06:50:00,12.10535,76.69428,the suspect posed as a bank official and obtained the OTP over a phone call,under investigation,PSI Vinay Prasad,"Cheating / Online Fraud reported at Nanjangud, Mysuru on 2026-05-17: the suspect posed as a bank official and obtained the OTP over a phone call."
FIR-0141,141/2024,PS-003,Peenya Police Station,Bengaluru North,Peenya,Cheating / Online Fraud,IPC 420; IPC 66D IT Act,medium,2024-10-15,2024-10-13,13:02:00,13.02416,77.52648,the complainant was induced to transfer money on the promise of a part-time job,under investigation,PSI Shwetha Kulkarni,"Cheating / Online Fraud reported at Peenya, Bengaluru North on 2024-10-13: the complainant was induced to transfer money on the promise of a part-time job."
FIR-0142,142/2024,PS-003,Peenya Police Station,Bengaluru North,Peenya,Assault / Hurt,IPC 323; IPC 324,low,2024-12-17,2024-12-15,04:29:00,13.01486,77.53322,the accused caused hurt with a wooden club following a prior enmity,chargesheeted,PSI Harish Jadhav,"Assault / Hurt reported at Peenya, Bengaluru North on 2024-12-15: the accused caused hurt with a wooden club following a prior enmity."
FIR-0143,143/2026,PS-010,Chittapur Police Station,Kalaburagi,Chittapur,Chain Snatching,IPC 379; IPC 356,medium,2026-02-25,2026-02-23,15:20:00,17.12907,77.07009,pillion rider snatched the mangalsutra while the complainant was walking on the footpath,under investigation,PSI Bhavya Shetty,"Chain Snatching reported at Chittapur, Kalaburagi on 2026-02-23: pillion rider snatched the mangalsutra while the complainant was walking on the footpath."
FIR-0144,144/2025,PS-010,Chittapur Police Station,Kalaburagi,Chittapur,Robbery,IPC 392; IPC 397,high,2025-05-28,2025-05-27,22:59:00,17.13421,77.07106,the suspects threatened the complainant with a knife and took cash and a mobile phone,closed,PSI Rakesh Kamath,"Robbery reported at Chittapur, Kalaburagi on 2025-05-27: the suspects threatened the complainant with a knife and took cash and a mobile phone."
FIR-0145,145/2025,PS-010,Chittapur Police Station,Kalaburagi,Chittapur,Assault / Hurt,IPC 323; IPC 324,low,2025-12-14,2025-12-14,19:46:00,17.10083,77.06322,the accused caused hurt with a wooden club following a prior enmity,chargesheeted,PSI Farhan Swamy,"Assault / Hurt reported at Chittapur, Kalaburagi on 2025-12-14: the accused caused hurt with a wooden club following a prior enmity."
FIR-0146,146/2026,PS-003,Peenya Police Station,Bengaluru North,Peenya,House Burglary,IPC 454; IPC 457; IPC 380,medium,2026-02-07,2026-02-07,13:50:00,13.02517,77.52757,the grill of the ventilator was cut and gold ornaments and cash were taken,under investigation,PSI Naveen Prasad,"House Burglary reported at Peenya, Bengaluru North on 2026-02-07: the grill of the ventilator was cut and gold ornaments and cash were taken."
FIR-0147,147/2025,PS-002,Hebbal Police Station,Bengaluru North,Hebbal,Narcotics (NDPS),NDPS 20; NDPS 22,high,2025-04-08,2025-04-06,11:08:00,13.02321,77.58494,the accused was found in possession of contraband during a vehicle check at a checkpost,closed,PSI Harish Hegde,"Narcotics (NDPS) reported at Hebbal, Bengaluru North on 2025-04-06: the accused was found in possession of contraband during a vehicle check at a checkpost."
FIR-0148,148/2025,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,Cheating / Online Fraud,IPC 420; IPC 66D IT Act,medium,2025-09-12,2025-09-10,09:59:00,13.08322,77.59403,payment was collected for goods advertised online which were never delivered,closed,PSI Roopa Prasad,"Cheating / Online Fraud reported at Yelahanka, Bengaluru North on 2025-09-10: payment was collected for goods advertised online which were never delivered."
FIR-0149,149/2025,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,House Burglary,IPC 454; IPC 457; IPC 380,medium,2025-11-26,2025-11-24,15:31:00,13.09432,77.59999,the lock of the main door was broken open while the house was locked and the family was away,under investigation,PSI Savitha Gowda,"House Burglary reported at Yelahanka, Bengaluru North on 2025-11-24: the lock of the main door was broken open while the house was locked and the family was away."
FIR-0150,150/2025,PS-003,Peenya Police Station,Bengaluru North,Peenya,Cheating / Online Fraud,IPC 420; IPC 66D IT Act,medium,2025-12-17,2025-12-14,13:38:00,13.0497,77.51696,the suspect posed as a bank official and obtained the OTP over a phone call,chargesheeted,PSI Prakash Prasad,"Cheating / Online Fraud reported at Peenya, Bengaluru North on 2025-12-14: the suspect posed as a bank official and obtained the OTP over a phone call."
FIR-0151,151/2025,PS-004,RT Nagar Police Station,Bengaluru North,RT Nagar,Narcotics (NDPS),NDPS 20; NDPS 22,high,2025-11-04,2025-11-02,02:57:00,13.02783,77.60788,a tip-off led to the seizure of contraband from a rented room,closed,PSI Nagaraj Shetty,"Narcotics (NDPS) reported at RT Nagar, Bengaluru North on 2025-11-02: a tip-off led to the seizure of contraband from a rented room."
FIR-0152,152/2025,PS-004,RT Nagar Police Station,Bengaluru North,RT Nagar,Assault / Hurt,IPC 323; IPC 324,low,2025-01-27,2025-01-26,05:54:00,13.00197,77.61162,a quarrel over a parking dispute escalated and the complainant was assaulted,chargesheeted,PSI Mahesh Rao,"Assault / Hurt reported at RT Nagar, Bengaluru North on 2025-01-26: a quarrel over a parking dispute escalated and the complainant was assaulted."
FIR-0153,153/2025,PS-004,RT Nagar Police Station,Bengaluru North,RT Nagar,Vehicle Theft,IPC 379,low,2025-07-27,2025-07-25,23:18:00,13.01717,77.5752,the two-wheeler was stolen from outside a commercial complex in broad daylight,under investigation,PSI Lakshmi Reddy,"Vehicle Theft reported at RT Nagar, Bengaluru North on 2025-07-25: the two-wheeler was stolen from outside a commercial complex in broad daylight."
FIR-0154,154/2025,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,Vehicle Theft,IPC 379,low,2025-03-05,2025-03-02,21:51:00,13.08772,77.5959,the vehicle was taken from an unattended parking lot after the steering lock was broken,chargesheeted,PSI Umesh Kulkarni,"Vehicle Theft reported at Yelahanka, Bengaluru North on 2025-03-02: the vehicle was taken from an unattended parking lot after the steering lock was broken."
FIR-0155,155/2025,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,Narcotics (NDPS),NDPS 20; NDPS 22,high,2025-10-24,2025-10-21,12:54:00,13.08819,77.60214,the accused was found in possession of contraband during a vehicle check at a checkpost,chargesheeted,PSI Ananya Reddy,"Narcotics (NDPS) reported at Yelahanka, Bengaluru North on 2025-10-21: the accused was found in possession of contraband during a vehicle check at a checkpost."
FIR-0156,156/2026,PS-005,Krishnaraja Police Station,Mysuru,Krishnaraja,Assault / Hurt,IPC 323; IPC 324,low,2026-04-19,2026-04-18,10:59:00,12.30157,76.66855,the accused caused hurt with a wooden club following a prior enmity,under investigation,PSI Girish Desai,"Assault / Hurt reported at Krishnaraja, Mysuru on 2026-04-18: the accused caused hurt with a wooden club following a prior enmity."
FIR-0157,157/2024,PS-006,Nanjangud Police Station,Mysuru,Nanjangud,Robbery,IPC 392; IPC 397,high,2024-11-25,2024-11-24,21:40:00,12.09814,76.68662,an armed group waylaid the complainant on a deserted stretch and robbed the collection amount,chargesheeted,PSI Ramesh Patil,"Robbery reported at Nanjangud, Mysuru on 2024-11-24: an armed group waylaid the complainant on a deserted stretch and robbed the collection amount."
FIR-0158,158/2026,PS-003,Peenya Police Station,Bengaluru North,Peenya,Robbery,IPC 392; IPC 397,high,2026-06-14,2026-06-11,04:27:00,13.02191,77.49669,an armed group waylaid the complainant on a deserted stretch and robbed the collection amount,closed,PSI Lakshmi Achar,"Robbery reported at Peenya, Bengaluru North on 2026-06-11: an armed group waylaid the complainant on a deserted stretch and robbed the collection amount."
FIR-0159,159/2025,PS-004,RT Nagar Police Station,Bengaluru North,RT Nagar,Narcotics (NDPS),NDPS 20; NDPS 22,high,2025-03-14,2025-03-14,18:41:00,13.03709,77.59749,a tip-off led to the seizure of contraband from a rented room,closed,PSI Nandini Naik,"Narcotics (NDPS) reported at RT Nagar, Bengaluru North on 2025-03-14: a tip-off led to the seizure of contraband from a rented room."
FIR-0160,160/2025,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,Narcotics (NDPS),NDPS 20; NDPS 22,high,2025-08-11,2025-08-10,19:07:00,13.09756,77.61819,a tip-off led to the seizure of contraband from a rented room,under investigation,PSI Kavitha Jadhav,"Narcotics (NDPS) reported at Yelahanka, Bengaluru North on 2025-08-10: a tip-off led to the seizure of contraband from a rented room."
FIR-0161,161/2026,PS-008,Kalaburagi City Police Station,Kalaburagi,Kalaburagi City,House Burglary,IPC 454; IPC 457; IPC 380,medium,2026-06-06,2026-06-05,09:24:00,17.34053,76.84527,the grill of the ventilator was cut and gold ornaments and cash were taken,chargesheeted,PSI Harish Achar,"House Burglary reported at Kalaburagi City, Kalaburagi on 2026-06-05: the grill of the ventilator was cut and gold ornaments and cash were taken."
FIR-0162,162/2025,PS-002,Hebbal Police Station,Bengaluru North,Hebbal,Assault / Hurt,IPC 323; IPC 324,low,2025-11-29,2025-11-27,17:40:00,13.02571,77.58937,a quarrel over a parking dispute escalated and the complainant was assaulted,under investigation,PSI Mahesh Pujari,"Assault / Hurt reported at Hebbal, Bengaluru North on 2025-11-27: a quarrel over a parking dispute escalated and the complainant was assaulted."
FIR-0163,163/2026,PS-002,Hebbal Police Station,Bengaluru North,Hebbal,Vehicle Theft,IPC 379,low,2026-05-13,2026-05-11,17:29:00,13.04294,77.59957,the motorcycle parked outside the residence was stolen during the night,under investigation,PSI Savitha Reddy,"Vehicle Theft reported at Hebbal, Bengaluru North on 2026-05-11: the motorcycle parked outside the residence was stolen during the night."
FIR-0164,164/2025,PS-002,Hebbal Police Station,Bengaluru North,Hebbal,Robbery,IPC 392; IPC 397,high,2025-07-23,2025-07-20,18:22:00,13.03099,77.57506,the suspects threatened the complainant with a knife and took cash and a mobile phone,under investigation,PSI Imran Pujari,"Robbery reported at Hebbal, Bengaluru North on 2025-07-20: the suspects threatened the complainant with a knife and took cash and a mobile phone."
FIR-0165,165/2025,PS-008,Kalaburagi City Police Station,Kalaburagi,Kalaburagi City,House Burglary,IPC 454; IPC 457; IPC 380,medium,2025-09-13,2025-09-11,02:23:00,17.32749,76.8157,the grill of the ventilator was cut and gold ornaments and cash were taken,chargesheeted,PSI Vidya Jadhav,"House Burglary reported at Kalaburagi City, Kalaburagi on 2025-09-11: the grill of the ventilator was cut and gold ornaments and cash were taken."
FIR-0166,166/2025,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,Vehicle Theft,IPC 379,low,2025-11-11,2025-11-09,02:23:00,13.0977,77.60139,the two-wheeler was stolen from outside a commercial complex in broad daylight,chargesheeted,PSI Nagaraj Achar,"Vehicle Theft reported at Yelahanka, Bengaluru North on 2025-11-09: the two-wheeler was stolen from outside a commercial complex in broad daylight."
FIR-0167,167/2025,PS-002,Hebbal Police Station,Bengaluru North,Hebbal,Chain Snatching,IPC 379; IPC 356,medium,2025-09-15,2025-09-15,06:36:00,13.02437,77.5887,suspects on a motorcycle without a number plate snatched the chain near a bus stop,closed,PSI Rakesh Gowda,"Chain Snatching reported at Hebbal, Bengaluru North on 2025-09-15: suspects on a motorcycle without a number plate snatched the chain near a bus stop."
FIR-0168,168/2026,PS-008,Kalaburagi City Police Station,Kalaburagi,Kalaburagi City,Assault / Hurt,IPC 323; IPC 324,low,2026-04-11,2026-04-11,20:30:00,17.31675,76.82489,a quarrel over a parking dispute escalated and the complainant was assaulted,chargesheeted,PSI Ravi Desai,"Assault / Hurt reported at Kalaburagi City, Kalaburagi on 2026-04-11: a quarrel over a parking dispute escalated and the complainant was assaulted."
FIR-0169,169/2026,PS-003,Peenya Police Station,Bengaluru North,Peenya,Vehicle Theft,IPC 379,low,2026-05-10,2026-05-10,20:24:00,13.00775,77.51895,the vehicle was taken from an unattended parking lot after the steering lock was broken,chargesheeted,PSI Suresh Gowda,"Vehicle Theft reported at Peenya, Bengaluru North on 2026-05-10: the vehicle was taken from an unattended parking lot after the steering lock was broken."
FIR-0170,170/2024,PS-002,Hebbal Police Station,Bengaluru North,Hebbal,Cheating / Online Fraud,IPC 420; IPC 66D IT Act,medium,2024-10-19,2024-10-18,18:49:00,13.02335,77.59457,the suspect posed as a bank official and obtained the OTP over a phone call,under investigation,PSI Vinay Hegde,"Cheating / Online Fraud reported at Hebbal, Bengaluru North on 2024-10-18: the suspect posed as a bank official and obtained the OTP over a phone call."
FIR-0171,171/2025,PS-004,RT Nagar Police Station,Bengaluru North,RT Nagar,Vehicle Theft,IPC 379,low,2025-12-09,2025-12-06,18:48:00,13.01505,77.57981,the two-wheeler was stolen from outside a commercial complex in broad daylight,chargesheeted,PSI Prakash Prasad,"Vehicle Theft reported at RT Nagar, Bengaluru North on 2025-12-06: the two-wheeler was stolen from outside a commercial complex in broad daylight."
FIR-0172,172/2024,PS-005,Krishnaraja Police Station,Mysuru,Krishnaraja,Chain Snatching,IPC 379; IPC 356,medium,2024-09-18,2024-09-17,04:52:00,12.28499,76.65654,pillion rider snatched the mangalsutra while the complainant was walking on the footpath,under investigation,PSI Basavaraj Gowda,"Chain Snatching reported at Krishnaraja, Mysuru on 2024-09-17: pillion rider snatched the mangalsutra while the complainant was walking on the footpath."
FIR-0173,173/2024,PS-008,Kalaburagi City Police Station,Kalaburagi,Kalaburagi City,Vehicle Theft,IPC 379,low,2024-11-15,2024-11-12,11:49:00,17.32188,76.82659,the vehicle was taken from an unattended parking lot after the steering lock was broken,chargesheeted,PSI Lakshmi Rao,"Vehicle Theft reported at Kalaburagi City, Kalaburagi on 2024-11-12: the vehicle was taken from an unattended parking lot after the steering lock was broken."
FIR-0174,174/2025,PS-006,Nanjangud Police Station,Mysuru,Nanjangud,Cheating / Online Fraud,IPC 420; IPC 66D IT Act,medium,2025-04-22,2025-04-21,05:30:00,12.11905,76.68834,the suspect posed as a bank official and obtained the OTP over a phone call,chargesheeted,PSI Shivakumar Gowda,"Cheating / Online Fraud reported at Nanjangud, Mysuru on 2025-04-21: the suspect posed as a bank official and obtained the OTP over a phone call."
FIR-0175,175/2024,PS-009,Aland Police Station,Kalaburagi,Aland,House Burglary,IPC 454; IPC 457; IPC 380,medium,2024-11-12,2024-11-10,12:41:00,17.55499,76.5853,the grill of the ventilator was cut and gold ornaments and cash were taken,chargesheeted,PSI Bhavya Kamath,"House Burglary reported at Aland, Kalaburagi on 2024-11-10: the grill of the ventilator was cut and gold ornaments and cash were taken."
FIR-0176,176/2026,PS-004,RT Nagar Police Station,Bengaluru North,RT Nagar,Chain Snatching,IPC 379; IPC 356,medium,2026-05-16,2026-05-15,16:16:00,13.03795,77.58778,pillion rider snatched the mangalsutra while the complainant was walking on the footpath,under investigation,PSI Vidya Gowda,"Chain Snatching reported at RT Nagar, Bengaluru North on 2026-05-15: pillion rider snatched the mangalsutra while the complainant was walking on the footpath."
FIR-0177,177/2025,PS-002,Hebbal Police Station,Bengaluru North,Hebbal,Assault / Hurt,IPC 323; IPC 324,low,2025-06-28,2025-06-26,02:09:00,13.03556,77.57788,the accused caused hurt with a wooden club following a prior enmity,closed,PSI Nagaraj Reddy,"Assault / Hurt reported at Hebbal, Bengaluru North on 2025-06-26: the accused caused hurt with a wooden club following a prior enmity."
FIR-0178,178/2026,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,Chain Snatching,IPC 379; IPC 356,medium,2026-02-21,2026-02-18,09:43:00,13.08148,77.58853,suspects on a motorcycle without a number plate snatched the chain near a bus stop,chargesheeted,PSI Lakshmi Patil,"Chain Snatching reported at Yelahanka, Bengaluru North on 2026-02-18: suspects on a motorcycle without a number plate snatched the chain near a bus stop."
FIR-0179,179/2025,PS-002,Hebbal Police Station,Bengaluru North,Hebbal,Cheating / Online Fraud,IPC 420; IPC 66D IT Act,medium,2025-06-18,2025-06-15,06:26:00,13.01998,77.58483,the suspect posed as a bank official and obtained the OTP over a phone call,chargesheeted,PSI Prakash Patil,"Cheating / Online Fraud reported at Hebbal, Bengaluru North on 2025-06-15: the suspect posed as a bank official and obtained the OTP over a phone call."
FIR-0180,180/2025,PS-008,Kalaburagi City Police Station,Kalaburagi,Kalaburagi City,Vehicle Theft,IPC 379,low,2025-05-23,2025-05-21,02:06:00,17.32304,76.82754,the motorcycle parked outside the residence was stolen during the night,chargesheeted,PSI Suresh Jadhav,"Vehicle Theft reported at Kalaburagi City, Kalaburagi on 2025-05-21: the motorcycle parked outside the residence was stolen during the night."
FIR-0181,181/2026,PS-006,Nanjangud Police Station,Mysuru,Nanjangud,Chain Snatching,IPC 379; IPC 356,medium,2026-05-15,2026-05-14,05:29:00,12.10476,76.69504,pillion rider snatched the mangalsutra while the complainant was walking on the footpath,closed,PSI Nandini Patil,"Chain Snatching reported at Nanjangud, Mysuru on 2026-05-14: pillion rider snatched the mangalsutra while the complainant was walking on the footpath."
FIR-0182,182/2024,PS-005,Krishnaraja Police Station,Mysuru,Krishnaraja,Robbery,IPC 392; IPC 397,high,2024-11-11,2024-11-08,09:50:00,12.31172,76.67713,the suspects threatened the complainant with a knife and took cash and a mobile phone,chargesheeted,PSI Savitha Murthy,"Robbery reported at Krishnaraja, Mysuru on 2024-11-08: the suspects threatened the complainant with a knife and took cash and a mobile phone."
FIR-0183,183/2025,PS-004,RT Nagar Police Station,Bengaluru North,RT Nagar,House Burglary,IPC 454; IPC 457; IPC 380,medium,2025-10-17,2025-10-17,09:49:00,13.02781,77.59141,the lock of the main door was broken open while the house was locked and the family was away,closed,PSI Manjunath Achar,"House Burglary reported at RT Nagar, Bengaluru North on 2025-10-17: the lock of the main door was broken open while the house was locked and the family was away."
FIR-0184,184/2025,PS-005,Krishnaraja Police Station,Mysuru,Krishnaraja,House Burglary,IPC 454; IPC 457; IPC 380,medium,2025-06-21,2025-06-19,16:57:00,12.29834,76.64218,the lock of the main door was broken open while the house was locked and the family was away,under investigation,PSI Pooja Prasad,"House Burglary reported at Krishnaraja, Mysuru on 2025-06-19: the lock of the main door was broken open while the house was locked and the family was away."
FIR-0185,185/2025,PS-006,Nanjangud Police Station,Mysuru,Nanjangud,Chain Snatching,IPC 379; IPC 356,medium,2025-12-04,2025-12-02,17:09:00,12.13742,76.67468,pillion rider snatched the mangalsutra while the complainant was walking on the footpath,chargesheeted,PSI Shwetha Swamy,"Chain Snatching reported at Nanjangud, Mysuru on 2025-12-02: pillion rider snatched the mangalsutra while the complainant was walking on the footpath."
FIR-0186,186/2025,PS-004,RT Nagar Police Station,Bengaluru North,RT Nagar,Vehicle Theft,IPC 379,low,2025-02-17,2025-02-15,15:30:00,13.00261,77.59736,the vehicle was taken from an unattended parking lot after the steering lock was broken,closed,PSI Naveen Kamath,"Vehicle Theft reported at RT Nagar, Bengaluru North on 2025-02-15: the vehicle was taken from an unattended parking lot after the steering lock was broken."
FIR-0187,187/2026,PS-010,Chittapur Police Station,Kalaburagi,Chittapur,House Burglary,IPC 454; IPC 457; IPC 380,medium,2026-01-13,2026-01-13,16:08:00,17.11985,77.0904,the grill of the ventilator was cut and gold ornaments and cash were taken,chargesheeted,PSI Lakshmi Kamath,"House Burglary reported at Chittapur, Kalaburagi on 2026-01-13: the grill of the ventilator was cut and gold ornaments and cash were taken."
FIR-0188,188/2025,PS-003,Peenya Police Station,Bengaluru North,Peenya,House Burglary,IPC 454; IPC 457; IPC 380,medium,2025-11-17,2025-11-17,13:32:00,13.00688,77.5092,the grill of the ventilator was cut and gold ornaments and cash were taken,chargesheeted,PSI Manjunath Hegde,"House Burglary reported at Peenya, Bengaluru North on 2025-11-17: the grill of the ventilator was cut and gold ornaments and cash were taken."
FIR-0189,189/2025,PS-006,Nanjangud Police Station,Mysuru,Nanjangud,Cheating / Online Fraud,IPC 420; IPC 66D IT Act,medium,2025-12-24,2025-12-23,05:09:00,12.10691,76.67855,payment was collected for goods advertised online which were never delivered,under investigation,PSI Girish Kulkarni,"Cheating / Online Fraud reported at Nanjangud, Mysuru on 2025-12-23: payment was collected for goods advertised online which were never delivered."
FIR-0190,190/2024,PS-004,RT Nagar Police Station,Bengaluru North,RT Nagar,Cheating / Online Fraud,IPC 420; IPC 66D IT Act,medium,2024-07-27,2024-07-25,21:17:00,13.02928,77.61052,payment was collected for goods advertised online which were never delivered,under investigation,PSI Nandini Shetty,"Cheating / Online Fraud reported at RT Nagar, Bengaluru North on 2024-07-25: payment was collected for goods advertised online which were never delivered."
FIR-0191,191/2026,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,Chain Snatching,IPC 379; IPC 356,medium,2026-05-16,2026-05-15,08:03:00,13.11965,77.57741,two-wheeler borne suspects snatched the gold chain and fled towards the ring road,closed,PSI Shwetha Reddy,"Chain Snatching reported at Yelahanka, Bengaluru North on 2026-05-15: two-wheeler borne suspects snatched the gold chain and fled towards the ring road."
FIR-0192,192/2025,PS-006,Nanjangud Police Station,Mysuru,Nanjangud,House Burglary,IPC 454; IPC 457; IPC 380,medium,2025-07-14,2025-07-12,00:38:00,12.1084,76.66351,the grill of the ventilator was cut and gold ornaments and cash were taken,under investigation,PSI Rakesh Kamath,"House Burglary reported at Nanjangud, Mysuru on 2025-07-12: the grill of the ventilator was cut and gold ornaments and cash were taken."
FIR-0193,193/2024,PS-007,Hunsur Police Station,Mysuru,Hunsur,Robbery,IPC 392; IPC 397,high,2024-12-16,2024-12-16,01:21:00,12.31892,76.29107,the suspects threatened the complainant with a knife and took cash and a mobile phone,chargesheeted,PSI Lokesh Gowda,"Robbery reported at Hunsur, Mysuru on 2024-12-16: the suspects threatened the complainant with a knife and took cash and a mobile phone."
FIR-0194,194/2026,PS-006,Nanjangud Police Station,Mysuru,Nanjangud,Vehicle Theft,IPC 379,low,2026-04-26,2026-04-24,22:46:00,12.10798,76.68552,the motorcycle parked outside the residence was stolen during the night,under investigation,PSI Girish Shetty,"Vehicle Theft reported at Nanjangud, Mysuru on 2026-04-24: the motorcycle parked outside the residence was stolen during the night."
FIR-0195,195/2026,PS-009,Aland Police Station,Kalaburagi,Aland,Vehicle Theft,IPC 379,low,2026-03-17,2026-03-15,07:07:00,17.56627,76.58427,the two-wheeler was stolen from outside a commercial complex in broad daylight,chargesheeted,PSI Deepa Patil,"Vehicle Theft reported at Aland, Kalaburagi on 2026-03-15: the two-wheeler was stolen from outside a commercial complex in broad daylight."
FIR-0196,196/2026,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,Vehicle Theft,IPC 379,low,2026-02-15,2026-02-15,04:44:00,13.08071,77.58647,the motorcycle parked outside the residence was stolen during the night,chargesheeted,PSI Naveen Kulkarni,"Vehicle Theft reported at Yelahanka, Bengaluru North on 2026-02-15: the motorcycle parked outside the residence was stolen during the night."
FIR-0197,197/2024,PS-009,Aland Police Station,Kalaburagi,Aland,Robbery,IPC 392; IPC 397,high,2024-10-06,2024-10-05,22:19:00,17.5518,76.55549,an armed group waylaid the complainant on a deserted stretch and robbed the collection amount,under investigation,PSI Ramesh Bhat,"Robbery reported at Aland, Kalaburagi on 2024-10-05: an armed group waylaid the complainant on a deserted stretch and robbed the collection amount."
FIR-0198,198/2026,PS-005,Krishnaraja Police Station,Mysuru,Krishnaraja,Vehicle Theft,IPC 379,low,2026-04-03,2026-04-03,19:04:00,12.29082,76.65176,the motorcycle parked outside the residence was stolen during the night,chargesheeted,PSI Imran Bhat,"Vehicle Theft reported at Krishnaraja, Mysuru on 2026-04-03: the motorcycle parked outside the residence was stolen during the night."
FIR-0199,199/2024,PS-010,Chittapur Police Station,Kalaburagi,Chittapur,Vehicle Theft,IPC 379,low,2024-10-16,2024-10-16,21:26:00,17.10067,77.07034,the two-wheeler was stolen from outside a commercial complex in broad daylight,under investigation,PSI Ramesh Hegde,"Vehicle Theft reported at Chittapur, Kalaburagi on 2024-10-16: the two-wheeler was stolen from outside a commercial complex in broad daylight."
FIR-0200,200/2026,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,Chain Snatching,IPC 379; IPC 356,medium,2026-04-21,2026-04-18,02:01:00,13.11413,77.6,suspects on a motorcycle without a number plate snatched the chain near a bus stop,chargesheeted,PSI Yusuf Shetty,"Chain Snatching reported at Yelahanka, Bengaluru North on 2026-04-18: suspects on a motorcycle without a number plate snatched the chain near a bus stop."
FIR-0201,201/2026,PS-004,RT Nagar Police Station,Bengaluru North,RT Nagar,Narcotics (NDPS),NDPS 20; NDPS 22,high,2026-06-06,2026-06-04,19:45:00,13.02303,77.61192,the accused was found in possession of contraband during a vehicle check at a checkpost,under investigation,PSI Suresh Naik,"Narcotics (NDPS) reported at RT Nagar, Bengaluru North on 2026-06-04: the accused was found in possession of contraband during a vehicle check at a checkpost."
FIR-0202,202/2025,PS-003,Peenya Police Station,Bengaluru North,Peenya,Assault / Hurt,IPC 323; IPC 324,low,2025-02-11,2025-02-11,21:33:00,13.01592,77.53016,the accused caused hurt with a wooden club following a prior enmity,under investigation,PSI Girish Shetty,"Assault / Hurt reported at Peenya, Bengaluru North on 2025-02-11: the accused caused hurt with a wooden club following a prior enmity."
FIR-0203,203/2025,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,Assault / Hurt,IPC 323; IPC 324,low,2025-03-22,2025-03-20,01:00:00,13.09866,77.57977,a quarrel over a parking dispute escalated and the complainant was assaulted,chargesheeted,PSI Prakash Shetty,"Assault / Hurt reported at Yelahanka, Bengaluru North on 2025-03-20: a quarrel over a parking dispute escalated and the complainant was assaulted."
FIR-0204,204/2026,PS-007,Hunsur Police Station,Mysuru,Hunsur,Chain Snatching,IPC 379; IPC 356,medium,2026-06-06,2026-06-06,06:00:00,12.29129,76.30981,pillion rider snatched the mangalsutra while the complainant was walking on the footpath,under investigation,PSI Savitha Gowda,"Chain Snatching reported at Hunsur, Mysuru on 2026-06-06: pillion rider snatched the mangalsutra while the complainant was walking on the footpath."
FIR-0205,205/2025,PS-010,Chittapur Police Station,Kalaburagi,Chittapur,Cheating / Online Fraud,IPC 420; IPC 66D IT Act,medium,2025-06-10,2025-06-10,04:30:00,17.09977,77.09736,the complainant was induced to transfer money on the promise of a part-time job,under investigation,PSI Lakshmi Murthy,"Cheating / Online Fraud reported at Chittapur, Kalaburagi on 2025-06-10: the complainant was induced to transfer money on the promise of a part-time job."
FIR-0206,206/2026,PS-002,Hebbal Police Station,Bengaluru North,Hebbal,Vehicle Theft,IPC 379,low,2026-04-15,2026-04-15,06:02:00,13.05035,77.6014,the two-wheeler was stolen from outside a commercial complex in broad daylight,chargesheeted,PSI Nandini Prasad,"Vehicle Theft reported at Hebbal, Bengaluru North on 2026-04-15: the two-wheeler was stolen from outside a commercial complex in broad daylight."
FIR-0207,207/2026,PS-007,Hunsur Police Station,Mysuru,Hunsur,House Burglary,IPC 454; IPC 457; IPC 380,medium,2026-02-14,2026-02-14,14:25:00,12.31261,76.30475,entry was gained through an unsecured rear window and the almirah was ransacked,chargesheeted,PSI Vinay Kamath,"House Burglary reported at Hunsur, Mysuru on 2026-02-14: entry was gained through an unsecured rear window and the almirah was ransacked."
FIR-0208,208/2025,PS-004,RT Nagar Police Station,Bengaluru North,RT Nagar,Narcotics (NDPS),NDPS 20; NDPS 22,high,2025-01-05,2025-01-02,12:59:00,13.02114,77.57812,a tip-off led to the seizure of contraband from a rented room,chargesheeted,PSI Girish Murthy,"Narcotics (NDPS) reported at RT Nagar, Bengaluru North on 2025-01-02: a tip-off led to the seizure of contraband from a rented room."
